epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,18212.8,0.08728,0.13397,0.90839,0.97056,0.99413,0.99349,0.98127,0.29824,0.3883,0.43999,0.00134,0.00134,0.00134
27,18919.8,0.08802,0.13175,0.90599,0.99416,0.99923,0.995,0.98289,0.32356,0.2461,0.43034,0.0013136,0.0013136,0.0013136
28,19624.7,0.08573,0.13611,0.90804,0.97982,0.99657,0.99228,0.98647,0.34891,0.40204,0.42497,0.0012872,0.0012872,0.0012872
29,20329.3,0.08764,0.13611,0.90824,0.9884,0.99943,0.99203,0.98761,0.26727,0.44323,0.39619,0.0012608,0.0012608,0.0012608
30,21031,0.08327,0.13135,0.90946,0.98502,1,0.99479,0.99223,0.29118,0.26004,0.41006,0.0012344,0.0012344,0.0012344
31,21728.6,0.08294,0.13456,0.90838,0.84605,0.96695,0.86108,0.81179,0.37057,0.57752,0.44003,0.001208,0.001208,0.001208
32,22431,0.07763,0.11856,0.90198,0.9797,0.99085,0.99327,0.98774,0.28322,0.29135,0.4016,0.0011816,0.0011816,0.0011816
33,23136.1,0.07575,0.11997,0.90577,0.99125,0.99632,0.99491,0.98543,0.3226,0.2745,0.42929,0.0011552,0.0011552,0.0011552
34,23828.4,0.079,0.12179,0.90025,0.87932,0.96157,0.91262,0.80583,0.42029,0.55398,0.47576,0.0011288,0.0011288,0.0011288
35,24524.6,0.07429,0.11691,0.90227,0.95479,0.99093,0.98891,0.94005,0.348,0.40978,0.39587,0.0011024,0.0011024,0.0011024
36,25222.1,0.07001,0.1121,0.89914,0.99963,1,0.995,0.99385,0.26342,0.24607,0.36604,0.001076,0.001076,0.001076
37,25917.9,0.06935,0.11155,0.89881,0.94088,0.98009,0.98687,0.95584,0.33743,0.34169,0.43886,0.0010496,0.0010496,0.0010496
38,26623.2,0.07063,0.1145,0.90223,0.99207,1,0.99476,0.98557,0.30291,0.26885,0.3783,0.0010232,0.0010232,0.0010232
39,27330.4,0.07122,0.11295,0.90164,0.99176,0.99413,0.995,0.98444,0.31569,0.38981,0.39511,0.0009968,0.0009968,0.0009968
40,28040.2,0.07224,0.11987,0.90491,0.99028,0.99707,0.99244,0.98523,0.2998,0.34315,0.37482,0.0009704,0.0009704,0.0009704
41,28746.7,0.06746,0.10751,0.90301,0.99976,1,0.995,0.98654,0.33262,0.27785,0.45869,0.000944,0.000944,0.000944
42,29446.2,0.06458,0.10935,0.89948,0.98171,0.9912,0.99197,0.99134,0.28397,0.35269,0.39085,0.0009176,0.0009176,0.0009176
43,30146,0.06417,0.10688,0.8981,0.99708,0.99972,0.99298,0.89231,0.44114,0.35309,0.65065,0.0008912,0.0008912,0.0008912
44,30844.9,0.06401,0.10533,0.8997,0.99977,1,0.995,0.98815,0.2751,0.2396,0.38595,0.0008648,0.0008648,0.0008648
45,31541.8,0.05939,0.09856,0.89345,0.99962,1,0.995,0.99483,0.26336,0.22458,0.3567,0.0008384,0.0008384,0.0008384
46,32238.5,0.05879,0.09766,0.90092,0.98085,0.9912,0.9934,0.95529,0.33803,0.3803,0.39149,0.000812,0.000812,0.000812
47,32939.8,0.05911,0.09627,0.89769,0.98344,0.99413,0.99467,0.97099,0.3355,0.40664,0.3737,0.0007856,0.0007856,0.0007856
48,33635.5,0.05726,0.10143,0.89428,0.99934,0.99707,0.995,0.98881,0.3403,0.4239,0.39188,0.0007592,0.0007592,0.0007592
49,34333.4,0.05678,0.09911,0.897,0.99397,1,0.99497,0.97932,0.23367,0.27186,0.33903,0.0007328,0.0007328,0.0007328
50,35033.1,0.05653,0.09919,0.8951,0.96502,0.98534,0.9898,0.91778,0.38244,0.53058,0.45465,0.0007064,0.0007064,0.0007064
51,35742.4,0.05652,0.10152,0.89914,0.99651,1,0.995,0.99496,0.26225,0.32544,0.3365,0.00068,0.00068,0.00068
52,36452.8,0.05733,0.09828,0.8997,0.99982,1,0.995,0.97732,0.28994,0.33484,0.36037,0.0006536,0.0006536,0.0006536
53,37164.3,0.05334,0.09572,0.89805,0.98761,0.99707,0.99488,0.97523,0.29245,0.35903,0.3446,0.0006272,0.0006272,0.0006272
54,37877.6,0.05226,0.09124,0.89599,0.99686,1,0.99436,0.96923,0.30595,0.32291,0.37677,0.0006008,0.0006008,0.0006008
55,38592.3,0.04921,0.0881,0.89559,1,0.99955,0.995,0.99412,0.24209,0.30351,0.33308,0.0005744,0.0005744,0.0005744
56,39300.9,0.04934,0.0896,0.89792,0.99417,0.9996,0.995,0.98999,0.25646,0.27416,0.35018,0.000548,0.000548,0.000548
57,40004.4,0.04869,0.08657,0.89509,0.99358,1,0.9938,0.99241,0.39218,0.41968,0.47883,0.0005216,0.0005216,0.0005216
58,40707,0.0465,0.08588,0.89461,0.99195,1,0.99497,0.98462,0.29326,0.31984,0.35924,0.0004952,0.0004952,0.0004952
59,41403.6,0.04606,0.0816,0.89374,0.99984,1,0.995,0.99492,0.24793,0.25742,0.34238,0.0004688,0.0004688,0.0004688
60,42101.1,0.0454,0.08416,0.88858,0.9884,0.99918,0.99497,0.99048,0.26366,0.3356,0.34256,0.0004424,0.0004424,0.0004424
61,42802.3,0.04347,0.0811,0.89118,0.99707,0.99897,0.99491,0.99317,0.28287,0.29,0.35097,0.000416,0.000416,0.000416
62,43508.7,0.04314,0.07972,0.89322,0.99984,1,0.995,0.99464,0.25071,0.286,0.33187,0.0003896,0.0003896,0.0003896
63,44215.4,0.03992,0.0737,0.89566,0.99649,1,0.995,0.99399,0.24773,0.27801,0.34356,0.0003632,0.0003632,0.0003632
64,44919,0.04044,0.07668,0.89418,0.98541,0.9905,0.99422,0.98486,0.32678,0.42381,0.38176,0.0003368,0.0003368,0.0003368
65,45623,0.0414,0.0803,0.89492,0.96926,0.97654,0.98664,0.97423,0.29203,0.38621,0.41209,0.0003104,0.0003104,0.0003104
66,46323.6,0.03835,0.16067,0.90814,0.99697,1,0.995,0.99093,0.21958,0.33898,0.30454,0.000284,0.000284,0.000284
67,47019.5,0.0273,0.03789,0.90156,0.99985,1,0.995,0.97552,0.21106,0.35913,0.30036,0.0002576,0.0002576,0.0002576
68,47717.5,0.02408,0.03095,0.90123,0.99985,1,0.995,0.91835,0.22399,0.37228,0.31196,0.0002312,0.0002312,0.0002312
69,48411.3,0.02306,0.02976,0.89935,1,1,0.995,0.99497,0.21908,0.36027,0.30418,0.0002048,0.0002048,0.0002048
70,49103.7,0.02149,0.02807,0.89661,1,1,0.995,0.99496,0.21666,0.37347,0.30463,0.0001784,0.0001784,0.0001784
71,49804.4,0.01909,0.02441,0.90045,1,1,0.995,0.99488,0.21287,0.37546,0.29723,0.000152,0.000152,0.000152
72,50499.7,0.01839,0.02382,0.89397,1,1,0.995,0.995,0.20849,0.39264,0.2943,0.0001256,0.0001256,0.0001256
73,51200.5,0.01746,0.02278,0.89757,1,1,0.995,0.995,0.2066,0.40587,0.2943,9.92e-05,9.92e-05,9.92e-05
74,51897.5,0.01693,0.02233,0.89371,1,1,0.995,0.995,0.21043,0.39171,0.29476,7.28e-05,7.28e-05,7.28e-05
75,52601,0.01573,0.02084,0.89965,1,1,0.995,0.995,0.20963,0.39924,0.29427,4.64e-05,4.64e-05,4.64e-05
