epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,8937.38,0.65034,0.44839,1.01762,0.99972,1,0.995,0.99346,0.19588,0.19538,0.79269,0.001175,0.001175,0.001175
27,9278.31,0.63442,0.42688,1.01073,0.99973,1,0.995,0.99199,0.20301,0.20905,0.78777,0.001142,0.001142,0.001142
28,9628.62,0.64541,0.42863,1.01546,0.99967,1,0.995,0.995,0.19497,0.20428,0.79239,0.001109,0.001109,0.001109
29,9983.51,0.63315,0.42556,1.01259,0.99972,1,0.995,0.99366,0.21308,0.2195,0.79734,0.001076,0.001076,0.001076
30,10330.2,0.60637,0.40984,1.00058,0.99973,1,0.995,0.99294,0.21703,0.20448,0.79627,0.001043,0.001043,0.001043
31,10670.9,0.61245,0.4182,1.00396,0.99971,1,0.995,0.99433,0.19276,0.20187,0.78752,0.00101,0.00101,0.00101
32,11014.3,0.60023,0.40162,0.99905,0.99972,1,0.995,0.995,0.19264,0.18793,0.79362,0.000977,0.000977,0.000977
33,11356,0.60119,0.4174,1.0019,0.99973,1,0.995,0.995,0.1781,0.20335,0.79169,0.000944,0.000944,0.000944
34,11713.5,0.58873,0.39929,0.99379,0.99973,1,0.995,0.995,0.16621,0.17927,0.78561,0.000911,0.000911,0.000911
35,12071.2,0.59287,0.40767,0.99813,0.99972,1,0.995,0.9942,0.17805,0.18094,0.78587,0.000878,0.000878,0.000878
36,12427.8,0.58494,0.39053,0.9956,0.99972,1,0.995,0.99479,0.17098,0.17722,0.78531,0.000845,0.000845,0.000845
37,12781.5,0.56041,0.38417,0.97786,0.99973,1,0.995,0.99463,0.1872,0.19251,0.78543,0.000812,0.000812,0.000812
38,13125.3,0.57226,0.37975,0.98547,0.99973,1,0.995,0.995,0.17289,0.17538,0.78425,0.000779,0.000779,0.000779
39,13469.6,0.56996,0.3802,0.97738,0.99973,1,0.995,0.99456,0.18431,0.17126,0.78817,0.000746,0.000746,0.000746
40,13817.2,0.55275,0.37704,0.97755,0.99972,1,0.995,0.99453,0.16709,0.16354,0.78545,0.000713,0.000713,0.000713
41,14170.1,0.54214,0.36718,0.97004,0.99973,1,0.995,0.99477,0.18282,0.18383,0.78837,0.00068,0.00068,0.00068
42,14516.2,0.53885,0.35978,0.96228,0.99973,1,0.995,0.995,0.1515,0.15324,0.7845,0.000647,0.000647,0.000647
43,14872.2,0.52774,0.35702,0.96336,0.99973,1,0.995,0.995,0.16781,0.17759,0.78449,0.000614,0.000614,0.000614
44,15225.1,0.51925,0.34731,0.95992,0.99973,1,0.995,0.995,0.14889,0.16145,0.78346,0.000581,0.000581,0.000581
45,15574,0.50604,0.34226,0.95629,0.99973,1,0.995,0.995,0.14881,0.15867,0.77927,0.000548,0.000548,0.000548
46,15930.5,0.51173,0.34098,0.95346,0.99972,1,0.995,0.995,0.15752,0.16293,0.78214,0.000515,0.000515,0.000515
47,16272.9,0.49715,0.33443,0.95206,0.99973,1,0.995,0.995,0.13623,0.1388,0.78107,0.000482,0.000482,0.000482
48,16614.5,0.48816,0.33613,0.95518,0.99973,1,0.995,0.995,0.14913,0.14381,0.77985,0.000449,0.000449,0.000449
49,16955.8,0.49639,0.33981,0.95524,0.99973,1,0.995,0.995,0.14768,0.14074,0.77845,0.000416,0.000416,0.000416
50,17297.3,0.48133,0.32825,0.94395,0.99972,1,0.995,0.995,0.13789,0.15082,0.77941,0.000383,0.000383,0.000383
51,17644.1,0.4036,0.26008,0.8863,0.99968,1,0.995,0.995,0.13153,0.13092,0.77803,0.00035,0.00035,0.00035
52,17991.6,0.38209,0.23849,0.86827,0.9997,1,0.995,0.995,0.13495,0.13283,0.77709,0.000317,0.000317,0.000317
53,18337.2,0.36553,0.22833,0.86351,0.99973,1,0.995,0.995,0.12836,0.12877,0.77976,0.000284,0.000284,0.000284
54,18684.4,0.3735,0.23213,0.86534,0.99974,1,0.995,0.995,0.12867,0.13036,0.77554,0.000251,0.000251,0.000251
55,19030.9,0.35521,0.2223,0.85935,0.99974,1,0.995,0.995,0.13855,0.1238,0.77755,0.000218,0.000218,0.000218
56,19376.7,0.35284,0.2202,0.85571,0.99974,1,0.995,0.995,0.12526,0.12333,0.77747,0.000185,0.000185,0.000185
57,19722.9,0.33704,0.21493,0.84558,0.99973,1,0.995,0.995,0.11432,0.11571,0.77659,0.000152,0.000152,0.000152
58,20066.4,0.32386,0.2028,0.8418,0.99973,1,0.995,0.995,0.11516,0.11476,0.77772,0.000119,0.000119,0.000119
59,20405,0.32886,0.20499,0.85315,0.99974,1,0.995,0.995,0.11266,0.11577,0.77642,8.6e-05,8.6e-05,8.6e-05
60,20750.8,0.31836,0.20374,0.84762,0.99974,1,0.995,0.995,0.11332,0.11289,0.77765,5.3e-05,5.3e-05,5.3e-05
